Gene_acc,Gene_id,logFC,log_AveExpr,FDR,Desc,A_1,A_2,A_3,A_4,B_1,B_2,B_3,B_4
3861,Tb927.7.6650,0.11512597,17.15130342,1.223539131,"Colon cancer-associated protein Mic1-like, putative",134290,143870,158990,142650,167190,185760,191510,180290
3862,Tb927.7.6670,0.021911504,18.80100978,0.148860055,"hypothetical protein, conserved",423570,435770,453110,464710,608590,570440,638130,555950
3863,Tb927.7.6680,-0.087746036,15.92045426,0.482050365,"STE/STE11 serine/threonine-protein kinase, putative",50194,65576,60300,64788,71877,90090,97699,87298
3864,Tb927.7.6690,-0.227064493,12.847331,0.508362499,"Trypanosoma specific protein, unknown function",4771.2,8089.9,8355.8,6296.3,12524,12049,10804,7871.8
3865,Tb927.7.6740,-0.462778525,14.34245218,4.585971969,"ATPase family associated with various cellular activities (AAA), putative",14432,18730,19783,15709,29061,32319,34110,31856
3866,Tb927.7.6770,0.009911077,20.74382558,0.086576072,"Acyl CoA binding protein, putative",1601000,1667700,1776500,1833900,2245400,2363800,2397700,2239300
3867,Tb927.7.6790,-0.145319627,17.4968726,1.306524583,"hypothetical protein, conserved",157320,174260,183720,161560,262070,240580,246480,263810
3868,Tb927.7.680,-0.008162235,17.71664744,0.035315074,"chaperone protein DnaJ, putative",221070,227730,182070,170240,279460,246890,279080,279140
3869,Tb927.7.6810,-0.086403699,16.71757913,0.823024765,"EF-hand domain pair, putative",101470,101200,105330,94578,139280,140230,159670,140360
3870,Tb927.7.6820,0.143883419,17.14495778,0.700950299,"hypothetical protein, conserved",191700,134870,140160,138830,175300,176710,194830,188360
3871,Tb927.7.6840,0.418527106,12.87432053,3.754652279,"Centrosomal spindle body, CEP44, putative",8460.5,9226.4,8203.1,8075.7,8800,8625.2,8062.4,8916.8
3872,Tb927.7.6890,-0.322519795,19.482889,4.455647982,"methyltransferase domain containing protein, putative",562790,568660,610850,623240,936470,1038300,1073500,961210
3873,Tb927.7.6900,0.056181661,18.38510585,0.458782359,Sister chromatid cohesion protein 1,329200,334920,349970,349360,398240,456970,491370,434420
3874,Tb927.7.6910,-0.082434972,21.7873687,1.891551761,"Phosphatidylinositol 4-phosphate 5-kinase, putative",3361200,3568900,3555900,3293700,4667700,4808400,5180000,5114300
3875,Tb927.7.6930,0.389437642,18.83413624,6.373915024,"ATPase, putative",566160,549280,624680,540780,553460,578950,639970,585990
3876,Tb927.7.6950,-0.086683074,16.09062083,0.99348017,"hypothetical protein, conserved",65778,68014,69548,63663,96110,87045,107040,94725
3877,Tb927.7.6960,-0.253347498,16.22077656,2.206359024,"ubiquitin-conjugating enzyme E2, putative",66064,63434,79012,68064,104380,117400,123510,101220
3878,Tb927.7.6980,-0.06580587,19.11023073,1.222077858,"Mono-functional DNA-alkylating methyl methanesulfonate N-term/CPSF A subunit region, putative",500670,567420,559430,526490,743310,744830,808000,755940
3879,Tb927.7.700,-0.104708961,17.82807867,1.505362059,Nucleolar protein 74,202950,213170,231040,210820,297370,306400,344860,301900
3880,Tb927.7.7000,0.08175265,17.97201784,1.05049543,"hook complex protein, conserved",268920,249870,271070,267660,325920,342180,337530,347680
3881,Tb927.7.7010,0.172447823,17.72099284,2.195977667,"LSU ribosomal protein, mitochondrial, putative",228400,209460,243590,215760,262130,260320,276380,278320
3882,Tb927.7.7030,-0.046960522,17.99716482,0.566756849,"zinc-finger of a C2HC-type, putative",244070,240070,255950,244720,329090,346590,365680,337510
3883,Tb927.7.7040,0.05130484,21.93034951,1.085388351,"methylthioadenosine phosphorylase, putative",3957000,4048200,4274300,3989300,5158700,5346900,5376200,5380100
3884,Tb927.7.7050,-0.153780259,18.18922236,2.307538575,"hypothetical protein, conserved",264070,261590,275980,258900,391940,399820,407460,398700
3885,Tb927.7.7080,0.048721161,15.75845204,0.179919163,Mitoribosomal SSU assembly factor 19,44441,49800,59297,56820,74100,69742,68102,62331
3886,Tb927.7.710,-0.035244805,22.871918,0.499307556,"heat shock 70 kDa protein, putative",7140100,7570200,7656400,7695000,9994300,10461000,10940000,10338000
3888,Tb927.7.7130,-0.004576566,14.92637515,0.025824505,"S-adenosyl-L-methionine-dependent tRNA 4-demethylwyosine synthase, putative",26567,29379,32118,29195,35438,38507,43884,41680
3889,Tb927.7.7140,0.032732059,16.62597499,0.231304462,"Vta1 like, putative",97766,103430,112370,98939,140120,133210,146910,126080
3890,Tb927.7.7160,0.0257059,16.43517553,0.164540841,"kinetoplastid-specific dual specificity phosphatase, putative",78121,79059,84167,82955,102150,94877,126460,110330
3891,Tb927.7.7190,-0.052013348,14.82554658,0.229569344,"hypothetical protein, conserved",28753,26298,27626,22778,29935,43796,37556,37590
3892,Tb927.7.7210,1.366771946,15.19048822,11.05664256,Present in the outer mitochondrial membrane proteome 37,78756,77663,77980,71925,41839,38082,41920,39100
3893,Tb927.7.7230,-0.101634717,15.37635355,0.733051813,nitroreductase,38124,44414,37440,44679,57016,58723,61813,61087
3894,Tb927.7.7240,0.078812669,17.88226031,0.615478225,"leucine-rich repeat protein (LRRP), putative",241950,226010,223620,260390,316210,298540,311260,293280
3895,Tb927.7.7250,-0.0506399,18.58584221,0.51862519,"Ankyrin repeats (3 copies), putative",356230,353180,409950,356770,499130,525450,549580,494700
3896,Tb927.7.7260,-0.15789147,17.19382918,1.31638301,"kinesin, putative",134530,132490,142130,134880,195830,211500,220690,195020
3897,Tb927.7.7270,-0.0223952,17.17664957,0.090224194,SUMO-interacting motif-containing protein,145250,132280,156230,144030,186600,185260,213860,209540
3898,Tb927.7.7280,-0.015296297,16.77200208,0.056083452,"RNA-binding protein, putative",104470,124220,120960,106860,140140,143830,157760,185330
3899,Tb927.7.730,-0.135385408,16.87180467,0.714512503,Component of motile flagella 49,121860,115600,100090,92670,156750,146240,176030,158710
3900,Tb927.7.7300,0.071066201,16.84432637,0.73866721,"ATP-dependent DEAD/H RNA helicase, putative",109260,117480,125810,113360,142640,155890,156750,145230
3901,Tb927.7.7320,-0.407783359,14.76015133,1.606039574,"hypothetical protein, conserved",25667,18589,23622,27958,44594,39711,40832,45455
3902,Tb927.7.7340,-0.329962325,13.32502647,1.89035376,"hypothetical protein, conserved",9744.7,7415.1,10898,7727.2,13939,13950,17309,15198
3903,Tb927.7.7360,-0.25664186,18.5810248,3.614433099,cdc2-related kinase 2,331810,346100,330730,320650,515520,566660,555450,514880
3905,Tb927.7.740,0.134834209,16.22961586,2.059104281,"chaperone protein DnaJ, putative",74651,83202,79217,72431,93184,96341,99495,92448
3906,Tb927.7.7400,0.031090773,18.82951055,0.311745024,Basal body protein,436040,396510,440050,425300,539990,574970,590140,545570
3907,Tb927.7.7410,-0.048213551,19.24020519,0.629136286,"Trans-2-enoyl-ACP reductase 2, putative",611360,630290,650250,627820,836020,877830,938220,879370
3908,Tb927.7.7430,0.100313306,22.07103427,1.859629946,"ATP synthase F1, alpha subunit",4285500,4730100,4773400,4504500,5760200,5623100,5853300,5861900
3909,Tb927.7.7440,0.166932935,16.10645218,1.683597329,"hypothetical protein, conserved",66109,75227,76779,70164,93426,87822,82863,83531
3910,Tb927.7.7450,-0.320219872,18.3161817,5.663397021,"GTP-binding protein, putative",270690,262470,290150,265700,465980,449460,491020,435800
3911,Tb927.7.7460,-0.179621979,21.34382592,3.300267283,"hypothetical protein, conserved",2258800,2505500,2373700,2442200,3724400,3607300,3817400,3544500
3912,Tb927.7.7480,0.085721258,12.516249,0.269684317,"trans-sialidase, putative",5885.9,5712.5,5802.5,4499.7,6366.2,7859.4,8498.1,5481.8
3913,Tb927.7.750,0.007817384,13.08611159,0.008891443,"hypothetical protein, conserved",10674,9605.1,7380.2,8747.7,12370,10813,14177,11502
3914,Tb927.7.7520,0.045194344,19.43557672,0.273592752,"receptor-type adenylate cyclase GRESAG 4, putative",629390,728800,750460,681140,850370,880240,1014800,917020
3915,Tb927.7.760,0.122366977,19.28555097,1.015451289,"hypothetical protein, conserved",583670,700990,723060,574690,774250,817760,806950,798150
3916,Tb927.7.780,-0.108626501,12.68906831,0.199774128,"RNA pseudouridylate synthase, putative",6448.5,7254.7,7978,5292.9,7397.1,12088,9862.8,10194
3917,Tb927.7.800,-0.065793051,16.43092759,0.317270357,RNA editing mediator complex protein 3,73195,78774,92052,88998,105150,119940,137980,109700
3918,Tb927.7.810,-0.035502407,14.25726347,0.091872089,"hypothetical protein, conserved",26796,19064,18300,18052,27020,31072,28756,25973
3919,Tb927.7.820,-0.116658181,18.55445466,1.533129331,"dynein arm light chain, axonemal, putative",323520,345620,375700,353560,492580,511890,525760,521350
3920,Tb927.7.830,-0.173872556,17.61760146,2.737091744,"telomerase-associated protein, putative",182170,176520,186320,187570,248970,281570,292870,298500
3921,Tb927.7.840,0.395496057,14.63967553,1.69906669,"Mitochondrial ATP synthase subunit, putative",31826,28016,30734,26740,29460,33665,32482,25585
3922,Tb927.7.880,0.002921123,17.27474725,0.009941362,"RNA-binding protein, putative",129590,149180,184190,142860,186070,208060,230240,190630
3923,Tb927.7.900,-0.065197031,19.17439656,0.991985895,"hypothetical protein, conserved",576160,572630,599710,562800,788140,807170,846390,834400
3924,Tb927.7.910,-0.144126726,16.03277923,1.755078439,"hypothetical protein, conserved",59987,54826,64747,60283,85612,87056,91241,94793
3925,Tb927.7.920,-0.030831306,22.00246123,0.598900832,Inner arm dynein 5-1,3936800,4124200,4214400,3932600,5363000,5638100,5942600,5492900
3926,Tb927.7.930,-0.271125053,14.16161958,0.839286829,zinc finger CCCH domain containing protein 17,13526,16509,15469,19661,26727,24654,26439,27838
3927,Tb927.7.940,-0.028736394,20.0063317,0.280464081,"protein kinase C substrate protein, heavy chain, putative",1030700,958070,1050500,1026400,1382200,1346000,1471900,1417900
3928,Tb927.7.960,0.027049281,15.54800313,0.118449708,"CMGC/SRPK protein kinase, putative",43341,47475,51834,49870,60827,64268,69408,61241
3929,Tb927.7.970,-0.072686914,18.89898893,0.620637673,60S ribosomal export protein NMD3,450750,465300,485980,430330,655530,638340,698460,618190
3930,Tb927.7.990,0.008792321,19.65328014,0.073516199,"chaperone protein DnaJ, putative",844370,829210,832290,802520,1029300,1134000,1221300,1078100
3931,Tb927.8.1010,0.058335297,14.36889185,0.172133306,"chaperone protein DnaJ, putative",19716,20641,20443,20553,24454,36826,21690,25076
3932,Tb927.8.1050,0.015833598,17.43353952,0.11909287,SUMO-interacting motif-containing protein,175850,173220,178500,173400,228370,229270,237770,244070
3933,Tb927.8.1080,0.015288547,17.78244147,0.060459133,"centrin, putative",223660,197870,208450,229180,298650,299600,273530,278820
3934,Tb927.8.1090,-0.032319757,17.87573471,0.133444127,NPAPL,237320,206290,249200,220430,296030,332520,326990,307720
3935,Tb927.8.1120,0.036554335,15.44984929,0.19555131,"hypothetical protein, conserved",45764,43784,50505,42185,63150,53614,64734,59269
3936,Tb927.8.1140,0.105145392,15.30461785,0.525488704,"hypothetical protein, conserved",38748,38438,46497,32473,51839,40273,53280,50864
3937,Tb927.8.1150,-0.331834925,17.41670113,3.375546727,kinetoplastid kinetochore protein 9,146020,150500,156410,155050,251710,237450,264940,284400
3938,Tb927.8.1160,-0.022769849,20.88027467,0.285174983,"vacuolar-type Ca2+-ATPase, putative",1769500,1878000,1939900,1788000,2479900,2501200,2615200,2548700
3939,Tb927.8.1170,0.018701636,19.07041392,0.085775475,eukaryotic translation initiation factor 3 subunit h,586480,494480,565080,524710,750430,636720,826020,696560
3940,Tb927.8.1200,0.090803745,15.8911508,0.32505388,vacuolar-type Ca2+-ATPase 2,66853,56469,68792,62251,82832,84079,88610,68581
3941,Tb927.8.1210,-0.001819679,20.26330841,0.008169637,"hypothetical protein, conserved",1063900,1250300,1220800,1326400,1693300,1643300,1734400,1510500
3942,Tb927.8.1230,0.104740302,13.85486943,0.16034123,"hypothetical protein, conserved",8261,15265,13308,13288,15246,17606,24428,8565.9
3943,Tb927.8.1250,0.052469785,17.82467161,0.414309328,"Sel1 repeat, putative",207800,233440,255510,217630,268750,292200,324680,308020
3944,Tb927.8.1260,-0.079466008,16.87629811,0.469531209,Nucleolar protein 112,114670,100560,121710,102840,146280,163470,177940,142380
3945,Tb927.8.1270,0.001721731,18.87110398,0.011247297,Nucleolar protein 54,429930,444160,462850,483850,589060,612100,663970,598660
3946,Tb927.8.1290,-0.096867023,19.81675517,2.951886131,SUMO-interacting motif-containing protein,818910,872420,866250,814660,1183100,1225300,1263800,1212200
3947,Tb927.8.1300,0.165240415,14.1998476,0.717499612,"hypothetical protein, conserved",20545,18661,16609,21068,17466,25800,26273,24133
3948,Tb927.8.1320,0.240380788,17.88230267,2.144035151,"hypothetical protein, conserved",253330,246030,248410,274710,291370,280850,306600,293140
3949,Tb927.8.1340,-0.84540235,17.23483769,5.43770507,"60S ribosomal protein L7a, putative",111480,91219,140560,134090,255190,279380,315310,299230
3950,Tb927.8.1360,-0.059826498,18.61081946,0.504295059,"Dynein heavy chain, N-terminal region 2, putative",400660,361900,395810,381330,522510,536580,566250,547960
3951,Tb927.8.1370,-0.066335699,15.03656696,0.195570686,"hypothetical protein, conserved",28053,28868,32812,26875,45549,34898,46888,38780
3952,Tb927.8.1410,-0.085056654,18.79843188,1.541967122,pre-rrna-processing protein tsr1 homolog,387780,428050,447840,415460,573760,605490,642720,589640
3953,Tb927.8.1420,-0.102678793,19.02506886,2.160974168,"acyl-CoA dehydrogenase, mitochondrial precursor, putative",486400,469580,495500,469440,668550,682420,716020,728030
3954,Tb927.8.1440,-0.033197322,20.11500741,0.320002879,"maoC-like dehydratase, putative",1072800,1084200,1137800,969430,1472500,1348800,1573800,1515400
3955,Tb927.8.1450,0.263781294,11.92453903,0.46457151,"hypothetical protein, conserved",4818.7,3767,4127.7,3876.6,6454.9,4373.8,3703,4502.5
3956,Tb927.8.1470,-0.1329684,16.71797802,1.306697828,Present in the outer mitochondrial membrane proteome 38,95051,101680,103970,101580,144170,153320,156540,143620
3957,Tb927.8.1480,-0.244983957,14.51009428,1.126304526,"RAVE protein 1 C terminal, putative",22344,23840,22603,16922,28532,33170,38254,37378
3958,Tb927.8.1500,0.030891923,19.16322176,0.300430236,"hypothetical protein, conserved",524400,571780,614800,558600,735730,745340,803600,722290
3959,Tb927.8.1510,-0.231732763,21.43252372,3.006411801,"ATP-dependent RNA helicase DBP2B, putative",2336400,2172100,2657800,2431900,3850900,3721000,3795600,3861200
3960,Tb927.8.1540,-0.028078891,19.81648992,0.235089492,"hypothetical protein, conserved",805770,936550,961800,855780,1167100,1211600,1258400,1270600
3961,Tb927.8.1550,-0.041364222,23.34445448,0.841957799,"paraflagellar rod component, putative",9987000,10577000,11004000,10782000,14278000,14705000,15145000,14885000
3962,Tb927.8.1560,-0.17447654,18.42491462,3.725955171,"hypothetical protein, conserved",309080,310700,347780,308280,460690,489470,497060,501770
3963,Tb927.8.1570,0.012196368,18.62141558,0.06659348,"Uncharacterised protein family (UPF0172), putative",384470,358690,426610,370920,519440,548850,523730,475780
3964,Tb927.8.1580,-0.075419944,13.68967659,0.15797152,"hypothetical protein, conserved",14439,13112,11164,11321,19723,16280,20264,15264
3965,Tb927.8.1590,0.129757908,21.15463242,3.079143577,"ubiquitin-protein ligase, putative",2337000,2350300,2381800,2263700,2724100,2864700,3127500,2851400
3966,Tb927.8.1600,-0.003262183,22.1102838,0.038696389,"lysyl-tRNA synthetase, putative",4236900,4499700,4495100,4297800,5678700,5979100,6072200,6070300
3967,Tb927.8.1680,-0.13770416,17.5573285,2.029878426,kinetoplastid kinetochore protein 12,155780,177890,181100,182940,251000,263540,276800,247350
3968,Tb927.8.1690,0.15669157,14.41869099,1.078803381,"Serine/threonine-protein kinase NEK14, putative",21908,19132,21672,18597,25100,25710,25947,22002
3969,Tb927.8.1710,0.080502951,20.38496357,1.249024201,"protein phosphatase 2A, regulatory subunit B, putative",1298800,1527900,1419700,1361000,1735400,1784900,1817200,1835000
3970,Tb927.8.1720,0.008860836,15.88125381,0.051757921,"phosphatidylglycerolphosphate synthase, mitochondrial",59509,56351,60681,57813,75184,78951,86170,75570
3971,Tb927.8.1730,0.234410112,12.06988258,0.897237464,"hypothetical protein, conserved",3252.2,4868,4601.4,5121.7,5252,5054.6,4621.3,5346.8
3972,Tb927.8.1740,-0.111268761,17.558664,0.799158057,Mitochondrial import inner membrane translocase subunit TIM62,158280,183810,207110,168190,237690,268670,292940,248350
3973,Tb927.8.1750,0.12335854,18.12891291,1.398215007,Fe-S cluster assembly protein DRE2,263400,298390,297580,296920,317220,373610,380010,368830
3975,Tb927.8.1790,0.073633236,19.56093695,0.508901509,"hypothetical protein, conserved",726200,832600,750270,741300,891380,904620,1191200,961220
3976,Tb927.8.1810,-0.09465423,14.45286142,0.734834366,"serine peptidase, Clan S-, family S54, putative",18869,21648,23942,22357,27803,33167,31608,32841
3977,Tb927.8.1840,-0.002137602,20.26001662,0.018125077,"Sec7 domain containing protein, putative",1227100,1155200,1303400,1201400,1582500,1702700,1796300,1553500
3978,Tb927.8.1860,0.052388976,20.68886425,0.815258015,pitrilysin-like metalloprotease,1670100,1804400,1789200,1579500,2227300,2215200,2267200,2217100
3979,Tb927.8.1870,0.082206923,21.73061418,1.318303265,Golgi/lysosome glycoprotein 1,3747800,3537700,3809500,3423900,4494100,4573800,4773900,4725000
